gene_symbol,colors,ens_gene_human,habu_gene_id,habu_target_id,gene_id,SRR41,SRR42,SRR43,SRR44,SRR45,SRR46,SRR47,SRR48,SRR49,SRR50,SRR51,SRR52,SRR53,Pm_3,Pm_4,Pm_6,Pm_7,Pm_8,Pm_9,Pm_10,Pm_11,Pm_12,Pm_14,Pm_16,Pm_17,Pm_18
NBAS,magenta,ENSG00000151779,107287811,XM_015816358.2,51594,1634,1457,1203,1317,1224,1307,1151,1703,1172,1043,1290,1280,1760,315,345,174,64,153,120,136,132,121,72,102,145,87
TMBIM4,lightcyan,ENSG00000155957,107286499,XM_015814873.1,51643,881,776,663,592,577,486,608,1010,734,733,814,725,1231,2639,2724,2270,528,2293,1395,1684,2391,2602,1133,2966,2286,1709
STYXL1,lightcyan,ENSG00000127952,107290032,XM_015818872.1,51657,117,112,86,98,100,89,121,95,135,70,120,93,141,112,114,70,34,49,52,64,56,71,59,93,91,51
MPC1,turquoise,ENSG00000060762,107289566,XM_015818350.1,51660,263,385,304,317,375,341,233,376,357,340,349,381,403,1493,983,1666,2739,1761,1740,1323,1619,3314,1047,1393,1604,1168
SARAF,magenta,ENSG00000133872,107285635,XM_015813848.1,51669,3438,3878,2752,2529,3280,2291,2751,3761,2268,2061,2620,2566,4140,856,956,786,246,484,525,568,903,768,459,619,635,366
SELENOT,magenta,ENSG00000198843,107294455,XM_015823687.2,51714,908,551,397,511,496,468,368,982,648,629,597,651,956,794,631,681,499,681,804,654,951,1182,555,556,603,606
CAB39,cyan,ENSG00000135932,107296821,XM_015826173.1,51719,1334,811,594,732,684,651,649,1110,799,741,743,787,1435,1112,2013,990,681,851,1597,990,1301,1256,548,695,863,497
CMPK1,darkgreen,ENSG00000162368,107284483,XM_015812548.1,51727,2753,2096,1511,2159,1821,1697,1467,3066,1916,1938,1986,2046,2893,378,500,251,329,216,323,230,378,381,122,207,188,158
UPB1,turquoise,ENSG00000100024,107289813,XM_015818624.1,51733,45,67,37,43,42,54,25,35,34,38,44,40,61,2,2,0,1,0,1,0,0,1,1,1,0,1
ARID4B,darkgrey,ENSG00000054267,107288316,XM_015816922.2,51742,936,772,664,678,677,773,532,886,781,603,760,810,1188,587,468,444,244,398,339,576,605,470,300,262,594,175
PANK1,cyan,ENSG00000152782,107293840,XM_015823027.1,53354,95,44,39,41,43,45,54,47,63,25,68,65,90,91,107,91,101,104,179,117,163,220,81,91,96,88
PPIL3,magenta,ENSG00000240344,107291762,XM_015820800.1,53938,199,177,153,109,152,181,115,124,113,109,155,190,202,356,521,441,373,255,295,270,270,413,201,221,372,422
CPSF2,darkgrey,ENSG00000165934,107297402,XM_015826773.1,53981,996,832,519,682,659,639,714,767,765,605,759,752,1007,1123,800,477,329,629,498,682,871,638,445,327,571,263
RBM11,magenta,ENSG00000185272,107285594,XM_015813798.1,54033,10,5,9,3,11,4,6,7,4,8,5,9,5,17,24,16,23,26,21,38,27,28,18,31,34,38
GSAP,cyan,ENSG00000186088,107298757,XM_029286610.1,54103,414,324,280,336,269,348,202,284,368,353,353,382,476,203,564,271,147,166,772,169,159,282,93,166,344,134
ERRFI1,black,ENSG00000116285,107284673,XM_015812773.1,54206,1208,3389,2528,1254,3776,1232,2000,1341,1428,1081,1438,1519,1080,2,3,1,2,0,0,1,3,2,4,0,1,3
RETREG1,magenta,ENSG00000154153,107284881,XM_015813000.1,54463,83,64,44,57,83,59,59,63,100,58,73,71,84,59,141,151,19,72,47,78,69,154,66,64,58,42
TRMT13,brown,ENSG00000122435,107302489,XM_015831598.1,54482,217,207,129,162,146,151,129,191,197,150,185,172,228,85,50,38,28,60,19,59,50,40,30,43,62,40
HEATR5B,cyan,ENSG00000008869,107287474,XM_015815995.2,54497,1215,1537,1165,1073,1279,1148,1095,1309,1043,1009,1394,1142,1399,621,382,225,174,173,317,247,285,221,96,157,297,140
SMOX,cyan,ENSG00000088826,107298236,XM_015827613.1,54498,85,167,145,93,205,84,161,62,72,64,76,68,121,154,70,38,73,48,175,28,41,55,13,28,101,54
TMCO1,darkgreen,ENSG00000143183,107301166,XM_015830430.1,54499,453,411,351,342,302,268,243,518,376,288,396,412,534,551,548,446,264,315,238,587,762,428,241,296,455,235
DHX29,brown,ENSG00000067248,107294973,XM_015824253.1,54505,583,497,446,502,486,433,396,483,458,435,414,479,672,82,58,41,25,50,42,86,90,52,27,39,62,23
EXOSC4,turquoise,ENSG00000178896,107294700,XM_015823952.1,54512,115,104,108,118,107,70,114,117,146,86,134,107,95,2,3,1,13,2,1,0,8,1,3,0,2,0
WDR44,brown,ENSG00000131725,107303220,XM_015832421.1,54521,299,188,121,178,182,179,138,230,177,98,177,198,259,44,22,7,18,9,11,18,24,7,6,15,11,11
USP53,tan,ENSG00000145390,107289773,XM_015818579.2,54532,1186,2234,1260,2118,1380,1689,965,895,1841,1561,2064,2110,1306,191,212,249,50,113,126,203,190,184,141,146,180,99
MTMR12,darkgrey,ENSG00000150712,107288397,XM_015817014.1,54545,906,1262,804,816,844,809,858,1063,702,723,1032,868,1210,206,165,172,66,108,192,174,244,146,85,103,165,99
EGLN1,turquoise,ENSG00000135766,107290938,XM_015819884.1,54583,867,746,550,579,646,625,576,701,554,578,764,599,940,36,22,25,60,41,45,31,45,47,41,31,39,12
ARL15,brown,ENSG00000185305,107293716,XM_029285446.1,54622,355,362,186,285,251,266,221,336,309,331,315,337,411,41,34,21,10,26,16,27,34,39,25,15,30,9
PAF1,turquoise,ENSG00000006712,107291662,XM_015820684.1,54623,184,235,259,201,222,163,202,166,216,149,213,181,245,10,22,13,35,21,14,22,24,27,15,10,22,15
CRLS1,turquoise,ENSG00000088766,107297362,XM_015826726.1,54675,483,429,302,331,335,372,254,509,418,349,410,403,519,62,55,35,58,18,31,46,69,44,16,20,25,36
GTPBP2,black,ENSG00000172432,107289349,XM_015818089.1,54676,514,531,436,384,523,503,469,385,410,364,462,468,537,35,28,21,9,18,21,22,10,20,10,14,18,18
TMED9,magenta,ENSG00000184840,107295193,XM_015824497.1,54732,960,1311,832,913,960,1170,853,1229,1072,673,913,945,1276,6861,7392,9079,4002,3198,7142,2960,3882,10468,4244,6672,5854,8670
SLC35F2,tan,ENSG00000110660,107284856,XM_015812978.1,54733,142,1281,1492,1705,1316,756,1133,231,1204,1021,2141,1022,360,31,18,16,30,5,11,25,35,10,21,8,17,23
CNNM2,darkgreen,ENSG00000148842,107290853,XM_015819785.2,54805,540,515,400,431,344,427,381,450,319,311,493,388,671,32,36,24,16,27,16,21,25,21,19,19,23,31
GIPC2,brown,ENSG00000137960,107289449,XM_015818217.1,54810,195,80,47,129,47,107,92,163,132,93,146,148,220,3,12,3,2,11,4,7,5,8,6,6,4,1
ZCCHC10,magenta,ENSG00000155329,107286835,XM_015815269.1,54819,120,66,50,64,79,78,69,115,104,62,86,110,144,41,51,35,27,3,14,40,30,19,30,21,15,37
NDE1,greenyellow,ENSG00000072864,107284009,XM_015812004.1,54820,231,66,157,86,145,33,172,75,42,91,118,130,100,2,1,1,0,4,0,1,0,1,2,0,2,0
VPS13C,cyan,ENSG00000129003,107283126,XM_029283146.1,54832,4254,3313,2547,3116,2813,3087,2312,3121,3417,3383,2998,3237,4277,460,671,385,458,267,981,322,462,409,154,272,352,223
ESRP1,magenta,ENSG00000104413,107292748,XM_015821865.1,54845,843,905,698,831,786,773,654,1366,713,563,721,796,1347,1180,872,667,238,292,604,318,511,351,283,279,384,271
ELP6,turquoise,ENSG00000163832,107299721,XM_015829065.1,54859,117,93,112,119,121,125,119,120,147,101,170,148,162,30,10,13,55,19,10,15,29,18,9,5,21,15
TMEM214,magenta,ENSG00000119777,107286460,XM_015814835.1,54867,742,1044,717,698,966,1175,862,763,713,372,775,740,1016,893,983,766,591,213,614,325,529,602,279,396,372,805
TMEM104,magenta,ENSG00000109066,107290915,XM_015819856.1,54868,178,244,175,124,198,169,224,135,125,87,119,111,234,413,364,267,133,182,191,180,229,244,110,204,148,191
EPS8L1,lightcyan,ENSG00000131037,107282478,XM_015810255.1,54869,239,143,163,306,296,265,196,245,324,258,237,177,514,994,786,749,298,799,479,559,1000,1228,1286,2378,418,1796
MTMR10,black,ENSG00000166912,107283141,XM_015810997.1,54893,1024,1574,1050,764,1280,906,1010,1191,745,791,897,924,1364,27,29,10,15,23,16,19,28,7,5,13,9,11
CDKAL1,turquoise,ENSG00000145996,107302572,XM_015831691.1,54901,357,479,371,384,393,356,354,386,333,347,424,377,410,861,877,529,388,1038,434,737,719,755,477,294,597,354
TTC19,tan,ENSG00000011295,107284466,XM_015812531.1,54902,633,788,594,683,679,734,610,701,821,614,765,679,863,0,0,1,0,0,1,0,0,0,0,0,1,0
FOCAD,turquoise,ENSG00000188352,107293822,XM_015823006.1,54914,1025,791,1032,1136,998,993,858,1002,1077,877,1240,907,989,174,181,133,86,79,72,115,119,75,109,113,116,107
DUSP23,white,ENSG00000158716,107294248,XM_015823464.1,54935,113,133,167,125,154,151,125,96,270,147,101,147,149,2,8,11,6,7,4,7,7,3,7,0,10,4
LPCAT2,magenta,ENSG00000087253,107287667,XM_029284198.1,54947,367,317,288,181,300,192,255,185,251,205,205,278,358,916,3549,3255,1580,662,2307,704,861,2518,1367,3107,1026,2643
MRPL16,turquoise,ENSG00000166902,107290798,XM_015819719.1,54948,140,184,204,152,172,179,153,170,177,186,192,163,192,387,394,305,321,347,333,303,394,294,315,227,409,230
FAM120C,magenta,ENSG00000184083,107286550,XM_015814937.1,54954,217,208,149,170,202,221,256,132,197,198,242,232,214,257,428,254,131,208,172,230,207,164,111,181,226,150
PIGX,magenta,ENSG00000163964,107294967,XM_015824246.1,54965,196,118,86,135,127,145,121,159,133,99,151,167,246,257,489,547,96,270,239,271,514,429,266,262,376,272
C20orf27,turquoise,ENSG00000101220,107297903,XM_015827260.1,54976,75,40,31,38,67,69,63,26,47,27,51,60,50,6,2,1,9,2,4,4,4,2,4,3,8,2
CLN6,greenyellow,ENSG00000128973,107283937,XM_029283335.1,54982,277,185,186,194,220,297,213,202,203,212,225,267,321,4,1,1,1,4,2,3,6,0,5,2,1,0
CZIB,turquoise,ENSG00000162384,107283042,XM_015810888.1,54987,198,173,139,166,177,166,170,157,167,144,181,165,178,62,132,27,97,130,31,69,84,115,46,67,45,65
TESC,tan,ENSG00000088992,107295604,XM_015824917.1,54997,685,2828,2418,2917,2597,2291,2470,691,1716,1969,3377,2305,1855,8,3,8,0,0,0,0,1,1,1,1,12,0
PID1,magenta,ENSG00000153823,107287759,XM_015816293.1,55022,79,23,43,61,48,39,57,65,66,38,61,61,110,194,159,312,83,66,210,93,116,422,139,69,224,169
EPN3,turquoise,ENSG00000049283,107284098,XM_029283372.1,55040,148,126,104,154,136,246,103,166,122,60,181,142,233,33,83,33,30,9,17,17,27,21,10,20,20,19
REX1BD,turquoise,ENSG00000006015,107282885,XM_015810723.1,55049,273,397,267,259,305,339,350,246,325,260,355,293,349,51,66,37,79,51,25,63,50,39,34,37,39,31
SUSD4,black,ENSG00000143502,107302768,XM_015831919.1,55061,75,200,210,76,218,101,218,89,86,86,142,125,104,35,18,44,2,14,12,18,24,13,10,20,19,4
WIPI1,brown,ENSG00000070540,107282574,XM_029283033.1,55062,1021,638,597,761,695,681,499,1298,799,524,580,625,1822,49,58,38,21,14,23,23,24,30,22,30,24,46
MED9,turquoise,ENSG00000141026,107289134,XM_015817829.1,55090,268,290,271,302,298,293,314,290,270,239,401,284,369,19,7,8,13,16,7,21,16,11,14,12,8,6
TMEM51,greenyellow,ENSG00000171729,107291396,XM_015820390.1,55092,78,37,30,29,55,61,43,38,50,36,49,46,64,0,1,1,1,0,0,1,0,1,0,0,0,0
ATG2B,darkgrey,ENSG00000066739,107294532,XM_015823770.1,55102,1149,1212,849,1021,969,983,861,1087,922,853,943,972,1242,306,330,279,146,176,223,274,299,264,149,118,272,117
BSDC1,blue,ENSG00000160058,107283695,XM_029283276.1,55108,1002,1178,1023,1121,1235,1045,1011,878,993,732,1165,966,1231,14,25,12,15,11,9,13,17,22,11,8,12,10
PRPF38B,cyan,ENSG00000134186,107294744,XM_015824003.2,55119,478,415,320,401,386,464,264,301,416,401,381,516,521,601,480,369,268,396,396,500,453,402,292,272,492,174
HEATR1,lightgreen,ENSG00000119285,107293653,XM_015822812.1,55127,999,715,577,593,624,674,565,658,735,533,663,724,750,440,284,107,68,120,179,170,244,135,122,78,153,87
LRRC8D,magenta,ENSG00000171492,107295317,XM_015824627.2,55144,556,519,365,327,320,342,504,479,297,294,459,419,556,384,434,379,110,227,160,317,317,247,202,444,231,346
ZDHHC4,blue,ENSG00000136247,107297965,XM_015827328.1,55146,277,387,305,351,322,318,298,315,308,237,368,324,397,33,56,26,12,16,24,22,23,17,18,15,18,13
DALRD3,grey60,ENSG00000178149,107292772,XM_015821891.1,55152,132,178,146,169,149,164,180,110,123,89,127,146,137,73,63,59,35,32,35,28,50,29,22,12,37,17
DNAJC17,turquoise,ENSG00000104129,107286207,XM_015814531.1,55192,284,230,172,193,210,253,254,242,365,275,301,248,306,117,107,85,82,75,133,69,100,100,61,57,107,57
SETD5,brown,ENSG00000168137,107290922,XM_015819865.1,55209,2294,2037,1723,1864,1738,2339,1760,2272,1576,1227,2068,1951,2737,131,84,65,54,68,64,75,75,65,33,36,61,37
RAVER2,cyan,ENSG00000162437,107294339,XM_029285595.1,55225,993,784,716,489,697,524,523,1312,483,369,560,500,1161,463,1057,1114,553,298,1251,541,1042,937,313,682,694,386
ELP2,brown,ENSG00000134759,107291115,XM_015820077.1,55250,1032,962,849,970,824,779,803,968,844,876,979,952,1125,107,101,71,23,99,31,56,80,31,35,50,45,42
ASXL2,darkgreen,ENSG00000143970,107293371,XM_029285390.1,55252,1065,721,558,919,682,870,694,802,686,557,805,921,1134,40,29,18,22,24,31,29,28,18,19,30,16,15
TMEM39A,turquoise,ENSG00000176142,107298183,XM_015827554.2,55254,676,578,477,515,594,582,481,681,478,419,532,625,718,686,1083,882,989,253,869,496,549,762,425,524,626,682
ADI1,turquoise,ENSG00000182551,107294090,XM_015823296.1,55256,1079,971,865,889,1012,847,945,1108,846,843,872,910,1224,44,253,479,882,71,334,85,48,566,235,645,389,307
MRGBP,turquoise,ENSG00000101189,107298023,XM_029286434.1,55257,100,131,83,89,89,74,80,97,105,98,114,90,118,49,46,35,44,42,55,47,53,32,21,40,55,27
FGGY,brown,ENSG00000172456,107292525,XM_015821623.1,55277,316,294,232,234,268,253,278,390,271,248,326,239,441,68,75,63,15,107,34,83,105,53,56,86,50,55
MCOLN3,blue,ENSG00000055732,107285236,XM_029283628.1,55283,155,258,184,138,269,249,240,167,181,175,282,291,194,37,18,23,14,9,10,19,18,6,5,12,6,7
C4orf19,magenta,ENSG00000154274,107297475,XM_015826839.1,55286,660,574,408,479,460,544,441,777,587,529,650,567,1056,58,220,149,105,52,194,38,67,120,47,142,79,107
KLHL26,grey60,ENSG00000167487,114922241,XM_029283098.1,55295,64,203,163,129,187,153,170,54,114,90,152,124,180,22,31,13,26,31,11,13,10,3,14,15,9,15
CCDC91,turquoise,ENSG00000123106,107298685,XM_015828059.2,55297,420,468,307,348,324,453,350,350,350,326,391,442,479,89,51,44,30,33,20,43,67,40,28,44,67,23
PI4K2B,brown,ENSG00000038210,107297770,XM_015827132.1,55300,637,532,441,461,443,401,372,939,497,572,486,493,898,33,47,36,39,12,35,17,26,28,31,13,30,28
SPTLC3,blue,ENSG00000172296,107293250,XM_015822395.1,55304,624,934,606,652,697,735,834,575,654,653,813,726,804,39,19,28,7,16,10,13,25,29,19,21,9,12
SLC29A3,black,ENSG00000198246,107299956,XM_015829299.1,55315,93,77,89,60,86,76,96,62,57,63,59,57,73,42,12,29,8,15,1,12,30,8,1,17,14,7
AP5S1,turquoise,ENSG00000125843,107297884,XM_015827241.1,55317,335,300,234,260,300,340,288,307,281,213,290,310,394,1,2,1,6,2,3,3,7,3,1,1,4,0
BLOC1S4,cyan,ENSG00000186222,107297483,XM_015826850.1,55330,72,65,56,51,49,63,51,76,78,78,83,55,65,261,163,152,100,111,196,253,316,141,181,94,159,76
SLC39A9,magenta,ENSG00000029364,107291066,XM_015820021.1,55334,2498,2215,1837,1710,2110,1748,2042,2832,1773,1542,2420,2225,3116,1478,2681,1651,926,653,2099,720,780,2145,601,1640,961,1459
WDR33,turquoise,ENSG00000136709,107287670,XM_015816199.1,55339,1243,1323,1120,1135,1204,1101,1035,973,1040,1036,1260,1077,1409,810,570,347,255,411,305,393,495,397,268,252,368,185
PLCXD1,magenta,ENSG00000182378,107284252,XM_015812280.1,55344,220,304,256,245,347,252,351,157,227,245,261,243,192,53,65,89,23,48,82,29,72,127,56,84,49,106
SLC22A15,cyan,ENSG00000163393,107289343,XM_015818079.1,55356,56,62,29,113,81,104,63,73,84,100,81,117,85,338,242,318,152,278,181,329,389,323,164,201,296,103
TBC1D2,brown,ENSG00000095383,107285610,XM_015813815.1,55357,175,73,43,75,76,75,75,114,91,40,106,52,195,127,79,41,36,53,33,71,44,43,55,22,47,30
IMPACT,darkgrey,ENSG00000154059,107292901,XM_015822062.1,55364,590,485,499,468,506,426,405,658,457,508,567,480,704,618,548,288,237,344,357,558,553,489,294,234,461,178
AP1AR,cyan,ENSG00000138660,107286688,XM_015815089.1,55435,263,256,165,197,197,197,165,242,282,220,307,241,299,245,100,110,57,70,94,187,190,174,80,65,23,70
NDUFAF7,red,ENSG00000003509,107287933,XM_015816495.1,55471,142,133,123,135,132,143,117,95,167,118,126,128,157,216,148,98,16,46,46,10,168,38,16,46,33,74
CHST12,green,ENSG00000136213,107290634,XM_015819534.2,55501,618,619,554,612,608,747,773,505,620,463,862,647,797,6,3,0,1,2,2,4,1,0,0,1,3,0
ELAC1,turquoise,ENSG00000141642,107284130,XM_015812141.2,55520,89,103,78,85,84,89,81,74,80,80,112,91,103,151,95,73,75,68,61,57,53,57,42,64,71,44
CDC42BPG,turquoise,ENSG00000171219,107295508,XM_015824828.2,55561,424,656,411,562,741,777,638,348,591,478,713,563,811,200,108,91,136,108,107,106,166,124,73,59,87,52
GALNT10,blue,ENSG00000164574,107290975,XM_015819919.1,55568,571,834,557,747,758,775,679,478,738,626,568,719,506,108,219,144,47,84,138,93,116,119,45,81,102,35
NAGK,grey60,ENSG00000124357,107297981,XM_015827346.1,55577,656,857,728,708,820,757,872,649,729,502,685,663,739,4,14,12,55,11,21,8,15,10,7,3,10,18
CDKN2AIP,darkgrey,ENSG00000168564,107302679,XM_015831811.1,55602,152,164,122,117,132,117,133,211,168,132,147,169,204,911,642,511,247,395,404,496,591,581,353,252,297,198
ASAP3,turquoise,ENSG00000088280,107302985,XM_029287348.1,55616,511,504,326,417,436,437,449,482,392,269,458,416,720,48,49,44,37,25,20,22,30,24,19,23,29,12
TRMT1,green,ENSG00000104907,107286891,XM_015815334.1,55621,161,172,143,100,172,221,136,91,179,105,152,141,152,458,496,185,70,139,183,136,209,90,181,141,117,138
TTC27,darkgreen,ENSG00000018699,107287478,XM_029284146.1,55622,275,225,204,203,246,218,196,237,252,213,248,250,249,29,32,24,6,11,11,18,11,6,6,7,11,4
THUMPD1,brown,ENSG00000066654,107296897,XM_015826252.1,55623,1016,753,616,727,657,680,620,980,686,681,705,755,1125,2,9,2,4,0,0,1,3,3,1,5,2,0
POMGNT1,green,ENSG00000085998,107283598,XM_015811531.1,55624,440,394,344,304,458,431,398,337,411,276,372,368,572,45,54,25,13,25,16,33,30,26,9,15,23,19
ZDHHC7,brown,ENSG00000153786,107282737,XM_015810558.1,55625,469,359,351,321,386,418,407,357,326,248,355,392,565,12,4,2,4,5,5,6,5,6,0,5,2,6
TBC1D22B,green,ENSG00000065491,107284531,XM_015812600.1,55633,276,359,305,284,304,337,349,263,296,174,321,357,374,127,141,76,41,64,33,76,73,56,50,70,54,50
SLC30A6,cyan,ENSG00000152683,107287936,XM_015816497.1,55676,503,328,286,351,346,303,272,426,295,319,333,366,485,270,441,545,506,116,488,222,332,609,285,222,380,278
LUC7L,magenta,ENSG00000007392,107290370,XM_015819247.1,55692,707,530,412,532,471,686,484,460,458,435,478,564,722,100,228,109,47,75,197,104,77,114,59,122,148,141
MAP7D1,green,ENSG00000116871,107291458,XM_029284943.1,55700,321,288,166,142,377,279,312,118,153,134,163,223,312,17,4,2,8,6,3,7,1,3,12,4,3,4
NECAP2,turquoise,ENSG00000157191,107296998,XM_015826350.1,55707,415,341,337,337,294,375,344,300,380,355,359,396,371,10,7,3,8,6,5,1,12,2,5,3,3,3
POLR3E,grey60,ENSG00000058600,107292099,XM_015821158.2,55718,626,782,585,588,760,740,654,571,561,402,572,767,728,326,175,80,123,83,89,76,99,54,76,126,75,162
INTS13,magenta,ENSG00000064102,107299445,XM_015828801.1,55726,171,155,139,135,132,137,138,152,155,128,129,127,166,257,380,351,232,186,246,246,330,318,266,272,274,383
BTBD7,turquoise,ENSG00000011114,107287213,XM_015815696.1,55727,227,119,81,90,323,182,157,217,109,99,189,156,213,92,71,74,60,40,47,49,70,48,37,45,54,26
TMEM30A,darkgrey,ENSG00000112697,107288832,XM_015817483.1,55754,1849,1329,850,1211,1073,1117,850,1469,1435,1385,1160,1346,2216,498,704,813,424,410,742,578,727,582,257,297,609,192
UGGT2,magenta,ENSG00000102595,107290356,XM_015819231.2,55757,906,756,390,584,508,710,433,933,579,562,540,677,909,248,345,456,307,63,460,158,111,549,279,257,455,485
TTC17,magenta,ENSG00000052841,107289667,XM_015818463.1,55761,1520,1661,1290,1465,1343,1565,1207,1565,1391,1135,1521,1546,1684,946,1345,681,254,646,497,624,666,513,410,399,499,422
MCTP2,magenta,ENSG00000140563,107293219,XM_015822362.1,55784,962,1324,807,827,1146,623,628,1233,655,680,772,810,1208,296,502,284,85,128,105,297,213,175,274,294,187,360
UTP6,magenta,ENSG00000108651,107292198,XM_015821266.1,55813,456,314,286,295,290,414,310,415,356,272,327,340,431,369,523,232,172,199,199,167,300,293,160,132,157,203
RNF130,turquoise,ENSG00000113269,107296631,XM_015825980.2,55819,1347,1239,1089,1028,1230,1008,900,1195,973,834,1070,933,1429,312,321,195,263,444,208,462,275,223,421,161,242,186
CAND1,brown,ENSG00000111530,107284415,XM_015812472.1,55832,1648,1343,1014,1230,1104,1028,1069,1498,1036,1112,1241,1170,1625,1642,944,594,396,512,377,681,812,444,445,360,532,424
TEX2,grey60,ENSG00000136478,107284843,XM_015812960.1,55852,595,1264,950,563,926,656,813,504,519,535,662,688,655,930,1183,554,484,590,490,709,897,592,312,437,630,342
ACOT13,cyan,ENSG00000112304,107289605,XM_015818388.1,55856,289,241,153,193,173,200,165,274,187,150,265,254,293,307,295,289,263,625,409,276,495,502,294,250,504,203
TMEM165,turquoise,ENSG00000134851,107292121,XM_015821178.2,55858,851,568,346,459,565,533,404,760,680,467,434,605,849,558,631,472,997,433,1068,352,494,687,294,346,618,374
MYO5C,turquoise,ENSG00000128833,107294480,XM_029285624.1,55930,1546,2903,1921,2334,2542,2191,1428,1897,1995,2022,2310,2227,2174,95,177,160,137,54,119,47,55,86,49,66,109,80
SLC50A1,turquoise,ENSG00000169241,107296706,XM_015826057.1,55974,184,159,165,191,200,158,212,212,169,128,223,202,254,65,145,50,119,25,71,53,73,70,38,52,91,17
UBFD1,turquoise,ENSG00000103353,107302629,XM_015831746.1,56061,673,502,433,424,449,508,422,498,410,351,500,541,579,416,399,266,460,522,178,487,586,422,466,235,338,366
TDRD1,magenta,ENSG00000095627,107287329,XM_029284111.1,56165,24,8,18,53,15,26,19,36,20,17,19,25,25,110,77,176,34,48,88,69,81,109,76,97,127,63
ANKH,magenta,ENSG00000154122,107284878,XM_015812997.1,56172,948,1626,1314,944,1806,1174,1169,341,816,796,1311,1094,684,656,2097,1697,616,200,1532,244,224,1452,695,1299,792,1330
MOSPD1,turquoise,ENSG00000101928,107303257,XM_015832464.1,56180,108,90,101,103,118,92,98,82,105,117,96,114,138,226,223,105,209,82,221,124,141,133,81,96,131,75
MTFR1L,grey60,ENSG00000117640,107295796,XM_015825127.1,56181,371,687,605,628,475,701,613,409,472,354,632,450,521,60,60,29,56,58,75,58,68,70,36,29,48,32
C21orf62,blue,ENSG00000205929,107290779,XM_015819699.1,56245,60,57,64,56,48,50,59,33,49,50,50,47,66,1,6,0,0,1,0,0,1,0,2,0,1,0
